client_id,job_type,location,age,income,expenses,debt,seniority_months,payment_consistency,loan_amount,employment_type,mobile_payment_ratio,ledger_quality_score,outcome,outcome_label,risk_score,risk_narrative,is_fraud,timestamp
FRAUD-00317,Delivery Driver,Sousse,19,9775.0,2794.73,26.54,3,0.959,14444.0,informal,0.95,0.943,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-01T17:23:46.808784
FRAUD-00336,Carpenter,Gabes,22,7864.0,1840.67,395.1,1,0.982,14168.0,informal,0.975,0.975,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2026-01-24T17:23:46.809023
FRAUD-00379,Freelance Designer,Bizerte,21,11065.0,1746.81,35.43,2,0.989,11901.0,informal,0.972,0.959,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-12-02T17:23:46.809586
FRAUD-00408,Mechanic,Tunis,20,7471.0,1868.78,92.39,1,0.996,13277.0,informal,0.955,0.936,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-11T17:23:46.809989
FRAUD-00415,Carpenter,Tunis,24,6467.0,1341.22,330.54,2,0.965,11253.0,informal,0.975,0.97,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-30T17:23:46.810080
FRAUD-00438,Freelance Designer,Bizerte,26,7144.0,1323.95,42.87,2,0.968,17506.0,informal,0.994,0.975,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-10-29T17:23:46.810385
FRAUD-00452,Street Food Vendor,Sfax,26,5955.0,905.13,362.96,4,0.985,19861.0,informal,0.991,0.99,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-10-28T17:23:46.810569
FRAUD-00454,Street Food Vendor,Nabeul,26,6360.0,1814.9,121.31,4,0.974,19588.0,informal,0.991,0.989,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2026-01-18T17:23:46.810593
FRAUD-00461,Taxi Driver,Sfax,20,5863.0,1026.36,354.08,2,0.996,14786.0,informal,0.152,0.933,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2026-01-05T17:23:46.810682
FRAUD-00465,Mechanic,Ariana,21,7291.0,2078.16,312.18,6,0.97,18919.0,informal,0.972,0.972,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-02T17:23:46.810734
FRAUD-00473,Street Food Vendor,Gabes,19,9485.0,1918.79,450.14,4,0.974,17411.0,informal,0.156,0.945,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-07T17:23:46.810843
FRAUD-00520,Freelance Designer,Gabes,22,5119.0,1026.71,398.46,6,0.983,11582.0,informal,0.166,0.938,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2026-01-19T17:23:46.811559
FRAUD-00583,Mechanic,Gabes,24,7846.0,1921.5,132.02,3,0.954,18999.0,informal,0.995,0.976,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-14T17:23:46.812358
FRAUD-00588,Freelance Designer,Sfax,20,5076.0,1490.53,101.16,5,0.987,11392.0,informal,0.978,0.947,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2026-01-04T17:23:46.812424
FRAUD-00603,Private Tutor,Sfax,19,11521.0,2388.5,442.6,3,0.958,11290.0,informal,0.019,0.975,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-10-29T17:23:46.812620
FRAUD-00635,Mechanic,Sfax,21,5391.0,1476.16,113.17,1,1.0,17138.0,informal,0.986,0.989,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-17T17:23:46.813021
FRAUD-00636,Delivery Driver,Tunis,20,5393.0,1575.14,134.96,3,0.966,16218.0,informal,0.957,0.969,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2026-01-09T17:23:46.813032
FRAUD-00669,Taxi Driver,Gabes,23,11728.0,3413.93,484.06,4,0.985,12586.0,informal,0.979,0.925,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-04T17:23:46.813451
FRAUD-00672,Taxi Driver,Ariana,25,11404.0,3098.52,26.07,6,0.984,17899.0,informal,0.985,0.921,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-10-27T17:23:46.813488
FRAUD-00684,Artisan,Gabes,24,11921.0,3321.47,54.58,5,0.986,15729.0,informal,0.101,0.968,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-12-25T17:23:46.813644
FRAUD-00714,Delivery Driver,Sfax,21,9259.0,2427.92,442.75,2,0.972,10639.0,informal,0.981,0.998,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-07T17:23:46.814723
FRAUD-00724,Mechanic,Ariana,23,10697.0,2734.58,431.59,6,0.953,10498.0,informal,1.0,0.966,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-11-23T17:23:46.814851
FRAUD-00746,Taxi Driver,Gabes,21,7675.0,1580.43,190.96,5,0.999,11656.0,informal,0.954,0.971,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-12-01T17:23:46.815131
FRAUD-00784,Plumber,Gabes,19,9930.0,2896.32,435.28,2,0.977,15365.0,informal,0.186,0.996,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-12-17T17:23:46.815614
FRAUD-00850,Carpenter,Ben Arous,21,9835.0,2091.52,491.02,3,0.993,14591.0,informal,0.951,0.935,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2026-01-03T17:23:46.816444
FRAUD-00875,Tailor,Ben Arous,19,11271.0,2180.33,20.07,6,0.986,11113.0,informal,0.96,0.953,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2026-01-24T17:23:46.816777
FRAUD-00883,Carpenter,Bizerte,25,8542.0,2345.36,328.31,2,0.999,10721.0,informal,0.994,0.966,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-11-24T17:23:46.816877
FRAUD-00892,Electrician,Nabeul,26,9025.0,2676.38,430.59,3,0.968,17759.0,informal,0.077,0.94,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-01T17:23:46.816996
FRAUD-00894,Private Tutor,Ben Arous,26,7537.0,1755.32,296.71,2,0.981,12103.0,informal,0.951,0.928,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-16T17:23:46.817019
FRAUD-00919,Mechanic,Gabes,21,6872.0,1123.54,39.63,1,0.981,14102.0,informal,0.973,0.964,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2026-01-06T17:23:46.817328
FRAUD-00941,Freelance Designer,Nabeul,20,5481.0,1305.31,361.38,2,0.955,12446.0,informal,0.967,0.956,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-11-11T17:23:46.817637
FRAUD-00958,Taxi Driver,Ariana,20,7335.0,1460.86,181.27,2,0.997,11640.0,informal,0.963,0.968,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-15T17:23:46.817895
FRAUD-00974,Delivery Driver,Gabes,25,5095.0,1465.99,446.55,1,1.0,17370.0,informal,0.019,0.971,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2026-01-13T17:23:46.818105
FRAUD-00987,Taxi Driver,Tunis,23,9908.0,1558.81,180.73,2,0.969,11453.0,informal,0.977,0.971,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-07T17:23:46.818270
FRAUD-01027,Artisan,Sousse,21,9428.0,1617.32,43.09,2,0.961,12608.0,informal,0.994,0.948,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2026-01-23T17:23:46.818813
FRAUD-01050,Plumber,Gabes,25,6352.0,1683.54,393.46,5,0.985,12899.0,informal,0.974,0.973,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-22T17:23:46.819108
FRAUD-01059,Mechanic,Bizerte,25,7474.0,1386.0,160.37,6,0.954,19401.0,informal,0.092,0.966,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-29T17:23:46.819220
FRAUD-01069,Street Food Vendor,Sousse,23,10744.0,2756.37,453.99,1,0.962,15950.0,informal,0.975,0.93,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-12-08T17:23:46.819345
FRAUD-01073,Market Vendor,Nabeul,19,8710.0,1439.33,406.5,4,0.986,10783.0,informal,0.998,0.947,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-23T17:23:46.819400
FRAUD-01074,Freelance Designer,Bizerte,24,9629.0,2072.78,212.95,5,0.993,17320.0,informal,0.086,0.974,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-29T17:23:46.819410
FRAUD-01150,Artisan,Bizerte,26,10697.0,3041.33,331.11,5,0.963,13568.0,informal,0.964,0.974,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-27T17:23:46.820369
FRAUD-01190,Plumber,Ben Arous,26,8191.0,1526.28,27.71,2,0.953,18709.0,informal,0.99,0.972,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2026-01-11T17:23:46.820871
FRAUD-01207,Taxi Driver,Sousse,25,7472.0,1432.54,283.29,3,0.969,13660.0,informal,0.957,0.925,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2026-01-11T17:23:46.821087
FRAUD-01210,Freelance Designer,Bizerte,26,7037.0,1261.28,9.36,3,0.959,11765.0,informal,0.973,0.953,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-21T17:23:46.821122
FRAUD-01300,Artisan,Ariana,20,11137.0,2055.98,309.86,5,0.955,14777.0,informal,0.954,0.923,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2026-01-19T17:23:46.822256
FRAUD-01303,Tailor,Tunis,25,5168.0,789.29,226.72,2,0.99,16607.0,informal,0.119,0.98,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-11-19T17:23:46.822297
FRAUD-01305,Taxi Driver,Nabeul,23,11513.0,2992.9,212.63,5,0.999,18972.0,informal,0.2,0.996,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2026-01-18T17:23:46.822321
FRAUD-01331,Plumber,Sousse,25,8149.0,1958.77,333.19,5,0.968,16527.0,informal,0.99,0.956,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2026-01-16T17:23:46.822648
FRAUD-01333,Taxi Driver,Tunis,23,11663.0,2884.45,310.0,2,0.964,11843.0,informal,0.979,0.937,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-16T17:23:46.822673
FRAUD-01338,Electrician,Nabeul,25,7421.0,1988.94,211.43,6,0.992,14590.0,informal,0.957,0.95,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2026-01-16T17:23:46.822737
FRAUD-01352,Artisan,Tunis,24,8257.0,2175.18,162.52,3,0.953,19011.0,informal,0.14,0.99,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2026-01-08T17:23:46.822913
FRAUD-01380,Private Tutor,Sousse,22,10637.0,2341.65,326.42,5,0.972,11035.0,informal,0.95,0.976,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-26T17:23:46.823269
FRAUD-01417,Street Food Vendor,Tunis,25,11142.0,3273.69,461.5,2,0.989,11076.0,informal,0.985,0.945,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-03T17:23:46.823761
FRAUD-01430,Tailor,Nabeul,19,8180.0,1861.28,20.76,3,0.996,13874.0,informal,0.079,0.924,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-08T17:23:46.823926
FRAUD-01467,Mechanic,Gabes,19,7758.0,1843.86,358.61,2,0.983,12762.0,informal,0.05,0.955,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-26T17:23:46.824413
FRAUD-01479,Private Tutor,Bizerte,26,9801.0,1664.14,303.35,2,0.979,19064.0,informal,0.964,0.932,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-01T17:23:46.824566
FRAUD-01504,Tailor,Ariana,22,5272.0,832.55,488.4,1,0.959,15492.0,informal,0.138,0.96,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-10-30T17:23:46.824955
FRAUD-01571,Delivery Driver,Sfax,23,7748.0,1906.14,66.54,5,0.996,19820.0,informal,0.969,0.991,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-20T17:23:46.825849
FRAUD-01589,Carpenter,Bizerte,24,5267.0,896.35,422.35,5,0.979,14286.0,informal,0.182,0.937,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-27T17:23:46.826079
FRAUD-01598,Tailor,Gabes,22,10020.0,2153.27,47.33,5,0.972,12285.0,informal,0.956,0.96,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2026-01-07T17:23:46.826195
FRAUD-01605,Private Tutor,Tunis,23,9943.0,1765.33,280.59,5,0.985,17327.0,informal,0.967,0.934,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2026-01-18T17:23:46.826281
FRAUD-01606,Mechanic,Tunis,21,5832.0,1514.35,195.71,3,0.982,18309.0,informal,0.125,0.925,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-12T17:23:46.826291
FRAUD-01618,Plumber,Gabes,21,6366.0,1337.92,420.25,4,0.991,17112.0,informal,0.959,0.932,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2026-01-10T17:23:46.826446
FRAUD-01622,Street Food Vendor,Sfax,26,7109.0,1626.95,211.95,4,0.958,10970.0,informal,0.98,0.967,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-25T17:23:46.826499
FRAUD-01698,Freelance Designer,Tunis,23,5482.0,1487.1,446.85,1,0.972,11635.0,informal,0.994,0.963,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-09T17:23:46.827457
FRAUD-01704,Plumber,Sousse,19,6648.0,1154.66,279.43,1,0.998,14379.0,informal,0.987,0.973,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-31T17:23:46.827537
FRAUD-01707,Electrician,Ben Arous,24,5683.0,1393.38,17.64,4,0.97,13346.0,informal,0.966,0.975,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-11-30T17:23:46.827577
FRAUD-01714,Freelance Designer,Sousse,25,9177.0,2084.43,242.48,5,0.986,16920.0,informal,0.082,0.975,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-07T17:23:46.827693
FRAUD-01796,Plumber,Tunis,21,5594.0,1174.54,243.74,2,0.991,10464.0,informal,0.997,0.946,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-17T17:23:46.828732
FRAUD-01809,Mechanic,Nabeul,24,5265.0,896.13,385.27,4,0.967,13935.0,informal,0.141,0.983,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2026-01-22T17:23:46.828896
FRAUD-01820,Carpenter,Gabes,26,5698.0,875.65,415.41,1,0.994,12033.0,informal,0.163,0.965,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-12-15T17:23:46.829032
FRAUD-01836,Delivery Driver,Sfax,22,10713.0,2910.94,104.31,3,0.988,16564.0,informal,0.985,0.951,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2026-01-23T17:23:46.829232
FRAUD-01847,Freelance Designer,Gabes,24,10796.0,2461.06,158.63,5,0.975,15471.0,informal,0.07,0.927,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-04T17:23:46.829377
FRAUD-01856,Tailor,Sfax,19,7977.0,2255.5,384.29,5,0.956,18810.0,informal,0.142,0.944,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-29T17:23:46.829495
FRAUD-01883,Artisan,Gabes,25,8163.0,1586.94,468.4,5,0.985,10071.0,informal,0.966,0.94,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-11T17:23:46.829834
FRAUD-01885,Freelance Designer,Tunis,22,9256.0,1635.46,474.02,4,0.978,12328.0,informal,0.085,0.978,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2026-01-01T17:23:46.829857
FRAUD-01900,Mechanic,Gabes,21,5268.0,854.92,236.69,5,0.995,19880.0,informal,0.984,0.958,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-11-04T17:23:46.830043
FRAUD-01901,Electrician,Bizerte,21,11128.0,2185.37,334.47,3,0.958,14225.0,informal,0.964,0.973,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-19T17:23:46.830054
FRAUD-01902,Tailor,Gabes,24,11499.0,3082.14,229.29,1,0.995,13905.0,informal,0.156,1.0,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-29T17:23:46.830066
FRAUD-01903,Private Tutor,Nabeul,25,11091.0,2788.38,383.41,1,0.992,18133.0,informal,0.162,0.946,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-09T17:23:46.830079
FRAUD-01904,Street Food Vendor,Bizerte,19,7253.0,1384.82,251.66,5,0.953,15528.0,informal,0.987,0.996,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-29T17:23:46.830090
FRAUD-01905,Street Food Vendor,Ben Arous,22,9731.0,2273.9,72.68,2,0.963,15199.0,informal,0.088,0.981,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2026-01-10T17:23:46.830099
FRAUD-01906,Delivery Driver,Tunis,20,11559.0,2935.38,304.84,5,0.963,18383.0,informal,0.134,0.974,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2026-01-03T17:23:46.830109
FRAUD-01907,Freelance Designer,Ben Arous,19,9096.0,2273.1,346.59,6,0.973,14505.0,informal,0.17,0.976,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2026-01-05T17:23:46.830118
FRAUD-01908,Mechanic,Bizerte,26,10047.0,2965.58,148.25,6,0.997,15437.0,informal,0.991,0.921,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-15T17:23:46.830130
